,customer_id,customer_visit_score,customer_product_search_score,customer_ctr_score,customer_stay_score,customer_frequency_score,customer_product_variation_score,customer_order_score,customer_affinity_score,customer_category,customer_active_segment_A,customer_active_segment_AA,customer_active_segment_B,customer_active_segment_C,customer_active_segment_D,X1_A,X1_AA,X1_BA,X1_E,X1_F
6467,csid_6468,16.348000235439414,6.871816218643402,-0.016779768183570857,-0.061705140944085864,0.7054532478222706,5.569261897823957,2.539914852607956,9.60746204038282,0,0,0,0,1,0,0,0,1,0,0
6468,csid_6469,21.673431311770425,7.1060125932581695,0.04298537513409709,-0.017277391552719144,1.0013970074599758,6.099846135393769,2.52472038151248,7.012159757193335,0,0,0,1,0,0,0,0,0,0,1
6469,csid_6470,28.076858581072397,3.794624940530185,0.13626752852464916,0.11193003268832848,0.29047057220637545,4.855011996652856,3.848550962012605,27.2478231084991,0,0,0,0,1,0,1,0,0,0,0
6470,csid_6471,16.030023169993335,5.22879066148538,0.23099783173999405,0.3924836837810168,0.4781248236596965,5.120604561138033,2.9639269053454944,10.050159438725947,0,0,0,0,1,0,0,0,1,0,0
6471,csid_6472,11.520922904811115,4.566213950567813,0.03286742071471065,0.006147003442601585,0.4238761196141835,3.507641545110588,3.771142429788795,25.729470276044612,0,0,0,1,0,0,0,0,1,0,0
6472,csid_6473,24.763080315069693,5.4876672053529365,0.058454305220312475,-0.049861002492363714,0.7895244487368773,5.065854705889602,2.9542990054299527,13.512398118945432,0,0,0,1,0,0,0,0,1,0,0
6473,csid_6474,24.351750198559397,4.3329706557845915,0.07752816268072225,-0.023816961430727857,0.8237867715248103,6.134534284774947,2.9146666388056914,5.179528040005079,0,0,0,0,1,0,0,0,0,0,1
6474,csid_6475,15.772494181181305,10.080229610340707,-0.08695930229858863,-0.06889140411731509,2.2223592462886925,5.5951739536954115,3.049410313309913,3.390559669075476,0,0,0,1,0,0,0,0,1,0,0
6475,csid_6476,19.438983397595013,4.918982207945811,0.02725728156745367,-0.0020226181018590445,0.22050258479203874,3.943688600519299,3.749328923338653,15.271814650672724,0,0,0,0,1,0,0,0,1,0,0
6476,csid_6477,29.007586916893658,4.2346968163733685,0.036579745606876976,0.018936760945904657,2.490900350055187,5.5420370339943625,1.9761789287067155,2.533801571386912,0,0,0,0,1,0,0,0,1,0,0
6477,csid_6478,23.938605394364327,2.241558671249116,0.1531406234366455,0.3796297091475889,0.5276592322762447,3.911346390396525,2.6045650406705807,14.662795618113394,0,0,0,1,0,0,0,0,1,0,0
6478,csid_6479,18.0648405839976,5.587929284111384,0.10778616751071916,0.05527642692700178,0.1906429015019412,3.6848048880469233,3.80634012645806,35.69705173144096,0,0,0,1,0,0,0,1,0,0,0
6479,csid_6480,15.68093580048352,4.621033988240329,0.07388235351541192,0.03487045070806891,0.9322576581950036,5.9588585313517894,3.2151135743438592,9.559178173472448,0,0,0,0,1,0,0,0,1,0,0
6480,csid_6481,28.101328475590076,4.897332024245329,0.13651494238365916,0.02883871328602926,0.2699573338645034,3.3999184722690385,3.14581053981313,17.434385921209508,0,0,0,0,1,0,0,0,1,0,0
6482,csid_6483,33.57581779024852,7.075375025375692,0.009457004576964415,-0.019191008379626374,2.2379584929693084,6.347255948827497,1.8246489229902183,3.56950331438684,0,1,0,0,0,0,0,0,1,0,0
6483,csid_6484,21.36448063451685,3.717277634897521,0.05040848677847535,-0.007503722083868644,0.9003508091010768,4.135740890614574,2.865103816305629,10.429532983202476,0,0,0,1,0,0,0,0,1,0,0
6484,csid_6485,25.961292436919464,7.52633154243415,0.07259406098374324,0.014431792284961371,0.5990435733604641,4.078752602932002,3.068349340780647,7.988159916516165,0,0,0,0,1,0,0,0,1,0,0
6485,csid_6486,25.63099180555168,4.7158591290876535,0.04950646713590318,0.02207023349644387,1.1794938937586898,5.595207164029887,2.7359317723522216,5.541410430260831,0,0,0,0,1,0,0,0,1,0,0
6486,csid_6487,9.468114728593608,2.855115224888176,0.18343511004981514,0.30725991768674954,0.2526174240544821,4.374402777376615,3.8230080211088016,20.086518512100515,0,0,0,0,0,1,1,0,0,0,0
6487,csid_6488,28.42827509707997,6.513874132595893,0.05069310482135864,-0.06114361675267105,0.17332299770745924,5.070871121343331,4.895180291878116,19.09350304864677,0,0,0,1,0,0,1,0,0,0,0
6488,csid_6489,17.196475795347084,10.59791435645707,0.02354713340988232,-0.09295052618834497,0.5327992087084896,4.437516173529424,2.9572639799731038,7.66525380406559,0,0,0,0,1,0,0,0,0,0,1
6489,csid_6490,22.88635489000245,3.2393961450358706,0.07058458180478717,0.03194448757171243,1.2489722243598826,7.220926915254145,1.9400490134957702,6.312843718033059,0,0,0,1,0,0,0,0,0,0,1
6490,csid_6491,22.86462166273128,6.196642078750973,0.16748742682758988,0.16298615116677367,31.89680418608351,9.74463522109756,1.4424161678111083,-0.17486435283218826,0,0,0,0,1,0,0,0,1,0,0
6491,csid_6492,17.168175648066185,5.739745185611925,0.04594548909702153,-0.0917609276459384,1.33293326152184,5.369693233011191,1.674973243897552,4.282040088520684,0,0,0,0,1,0,0,0,0,0,1
6492,csid_6493,28.581329995774574,7.171145831347059,0.08803625054484658,-0.026556019143124648,0.5653599285121461,4.555630528411728,3.4029170675074236,10.921458336336926,0,0,0,0,1,0,0,0,1,0,0
6493,csid_6494,23.126758783047013,7.620031794793864,0.13379186946352958,0.07709993536073499,5.8117535878962086,7.926012297121531,2.1492226873653,0.4620134693991935,0,0,0,1,0,0,0,0,0,0,1
6494,csid_6495,9.65709323943815,5.011851560578374,0.13341491666974653,0.07176565194830832,0.16501335737417536,4.8964158908784565,3.3090188108307377,25.87582201220385,0,0,0,0,1,0,0,0,1,0,0
6495,csid_6496,28.228635099288923,6.163435277148224,0.05674561139817736,0.036303807997862286,0.2148305912355362,5.1735321536876855,4.303636065921724,24.52026890155883,0,0,0,1,0,0,0,0,1,0,0
6496,csid_6497,23.74460207497507,6.5040844573814205,-0.06624948539923993,-0.008422967320381721,0.5313183683053886,4.558832361122984,3.267198777902573,15.015849602102135,0,0,0,1,0,0,1,0,0,0,0
6497,csid_6498,24.284017207489843,4.061959923739867,0.06528867213896472,0.03693240626297346,0.4075233794898478,4.312856312998385,2.9494220847249353,18.660235580895066,0,0,0,1,0,0,1,0,0,0,0
6498,csid_6499,21.317444694439683,4.475427612626803,-0.011126797951055938,0.05377368500425126,5.741577890057029,9.079265824647198,2.0983833362558104,0.9962684105031121,0,0,0,0,1,0,0,0,0,0,1
6499,csid_6500,20.889261577617678,3.1833001111681414,0.13457341550388666,0.18703130011618968,1.2005341821116229,7.7248207969950204,2.3650480244150227,5.4867235323878605,0,0,0,0,1,0,0,0,0,0,1
6500,csid_6501,21.019347242089168,5.127321143641267,0.04719902826352439,-0.04628266094219813,0.31119512873979993,4.928643737477842,4.184632757754975,14.571875820998624,0,0,0,1,0,0,0,0,1,0,0
6501,csid_6502,20.182336125821745,5.535043971591372,0.2367908445663618,0.4217224457151226,0.7105347823017861,4.922957608650913,2.8367247986254727,12.050752190537446,0,0,0,0,1,0,1,0,0,0,0
6502,csid_6503,31.252106170648602,6.001638891461647,0.0053872747873012095,0.06649733404164901,0.4285381340900418,3.6923436528170175,3.9463799091801786,54.275314932963425,0,1,0,0,0,0,0,1,0,0,0
6503,csid_6504,14.21256785663816,3.0512557392349176,0.17776125978449392,0.3635509953489628,0.2488037106501918,4.075359738692344,3.3843553313139765,29.554435984413576,0,0,0,1,0,0,0,0,1,0,0
6504,csid_6505,13.708899351418893,5.931199232585065,-0.010899072844366295,0.015004421689360713,0.46297815339958603,5.846604591052299,2.71965624541074,5.323780437120906,0,0,0,1,0,0,0,0,1,0,0
6505,csid_6506,25.221703980329746,5.439860474836854,0.0277423763232563,0.05499277736304945,1.085383440196252,4.994597447319125,2.465358112168245,11.463680542558775,0,0,0,1,0,0,0,0,1,0,0
6506,csid_6507,14.402692959357752,5.463024727757146,-0.06480185235647493,-0.026207973081012303,0.17668374245928425,3.871148810089435,4.520435562834203,78.38847955958047,0,0,0,1,0,0,0,1,0,0,0
6507,csid_6508,28.748877248663035,5.273107347160087,-0.033433830686040375,-0.1252716651334094,0.4707580017801604,5.106910575908887,2.941146936152612,5.045939871941688,0,0,0,1,0,0,0,0,1,0,0
6508,csid_6509,26.066743665218066,7.128263243749273,0.0013077555030621348,0.039295976398671856,0.4712331534031955,4.631708919627251,2.7544677105505087,20.44591553999032,0,0,0,1,0,0,1,0,0,0,0
6509,csid_6510,20.27010576173653,6.060937391369192,-0.021812083189548852,-0.03660084731974291,0.6078150906784737,6.457984019899747,2.0482592331832903,4.390245136307615,0,0,0,0,1,0,0,0,1,0,0
6510,csid_6511,12.039652434660551,8.711612636035529,0.07992611174004631,-0.04077594076461942,0.4375465192845761,4.145996469408117,3.387128519839325,14.369226730821836,0,0,0,0,1,0,1,0,0,0,0
6511,csid_6512,22.515724521688718,3.102321409136092,0.008110193634580811,-0.014410219386873703,0.6494627532109798,4.476807678963132,2.7971482282209728,5.310664681522585,0,0,0,1,0,0,0,0,0,0,1
6512,csid_6513,14.344194560634476,1.9024857216388356,0.2107821485526108,0.5793484211623142,1.4184580328490246,7.146632711761585,2.5561442124544187,3.7701498709765815,0,0,0,1,0,0,0,0,1,0,0
6513,csid_6514,22.452673010827446,6.883826177947652,0.02728279655200797,-0.05598096568257056,0.4108427121815023,4.145654271221714,2.9672420919886644,40.20863689616289,0,0,0,1,0,0,0,1,0,0,0
6514,csid_6515,11.08795565803566,3.781645440512533,0.06707963026189176,0.016310065461294283,0.4568700710682531,4.643402806928113,2.672366166987123,21.518176931797875,0,0,0,1,0,0,1,0,0,0,0
6515,csid_6516,16.146249451254665,6.850853684519096,0.10073972050781156,0.017397551848780817,0.4066429925764599,4.234823562571991,4.189862388114801,14.215055129353724,0,0,0,0,1,0,0,0,1,0,0
6516,csid_6517,20.0348617702514,6.0051963960439965,0.12505299254700644,-0.017256406828464528,0.3697875852696335,4.542575746902866,3.1910926027790065,18.589014117447515,0,0,0,0,1,0,0,0,1,0,0
6517,csid_6518,10.82922930891769,6.331510589155528,0.248671052797549,0.12708634049141654,0.7846198454801703,4.620856018921763,3.057508567892421,16.40812040040718,0,0,0,1,0,0,1,0,0,0,0
6518,csid_6519,13.6419600858517,6.368699349314783,-0.025424625457645574,-0.05862749144561815,1.0347338753468212,6.105161852435568,2.526734129498938,4.029163831278779,0,0,0,1,0,0,0,0,0,0,1
6519,csid_6520,17.735064527758894,3.448044694174192,0.037814485368309635,0.13671240984260324,0.33429719537633185,4.529866687201125,4.086929022796822,13.835563723244707,0,0,0,1,0,0,1,0,0,0,0
6520,csid_6521,16.073795601898432,5.171295063372213,-0.15355455366858095,-0.0015583199945933119,0.3170811703385414,4.545988631736073,2.7254515873431355,7.318644233899786,0,0,0,0,1,0,0,0,1,0,0
6521,csid_6522,24.845180056474945,3.943243047453084,0.025177652414005026,0.21609129465324567,0.4483232872314133,5.274753478514368,2.9340244722528386,14.443249674129516,0,0,0,1,0,0,0,0,1,0,0
6522,csid_6523,31.765558661439446,4.027549567034578,-0.04004773673323948,0.03041952129798433,0.8228990196462661,6.28005908259105,2.891942751474777,6.986485150291374,0,1,0,0,0,0,0,0,0,0,1
6523,csid_6524,26.51686768631687,4.2894112263022945,0.0485070434563102,-0.1078395332538085,0.6283608687984569,5.469747762316921,2.7743936973717225,11.752466642149212,0,0,0,0,1,0,0,0,1,0,0
6524,csid_6525,15.00278375953198,6.184191539555063,0.14479650907171054,0.06258526880453058,1.5091544613430736,6.833056731240648,2.3233866768935134,5.575088908030045,0,0,0,1,0,0,0,0,1,0,0
6525,csid_6526,10.550948944685576,6.317161091446549,0.02189260858981399,-0.0644266379659412,0.232496090135214,5.107168015194537,4.038235127559677,20.79076607174288,0,0,0,1,0,0,0,0,1,0,0
6526,csid_6527,31.314323655354794,1.9500119596153016,0.08658140370755664,0.33676132760534994,0.2437380257371912,3.934364947492438,3.7766846233392273,21.851038104128385,0,1,0,0,0,0,0,0,1,0,0
6527,csid_6528,14.268418334699447,4.0542482076118365,0.007439249949452727,0.01123013933029406,0.12417694470666785,3.652177224447856,7.559073605203191,96.46093430093269,0,0,0,0,1,0,0,1,0,0,0
6528,csid_6529,20.933945900157106,5.481444068112336,-0.003311100607667341,-0.04404079233485141,0.2356820402404653,3.994467217428912,3.5632512322238634,59.039875313686935,0,0,0,0,1,0,0,1,0,0,0
6529,csid_6530,21.495985172911524,5.864272565518683,0.09519048162281286,0.028652804125667782,0.29526792297767,5.15795491880466,3.906384124414608,13.911433463406274,0,0,0,1,0,0,0,0,1,0,0
6530,csid_6531,11.951122638985431,4.830948695732384,0.22504489532305574,0.178952709045594,0.35094123123476983,4.786478795830423,3.5263136446762853,18.83530540669047,0,0,0,0,1,0,1,0,0,0,0
6531,csid_6532,22.86790207460765,6.513088886461159,0.008837709814520759,0.028599415374849474,0.17677992040786292,3.0704615731194806,4.4128148323837175,53.432284478816136,0,0,0,0,1,0,0,1,0,0,0
6532,csid_6533,18.23866155622392,9.010544980639056,0.06922768260755761,-0.15400735582631442,0.4678978664126077,4.226157829909935,2.9367797316723903,6.254354622242357,0,0,0,0,1,0,0,0,0,0,1
6533,csid_6534,16.130637231100117,6.017269969270754,0.056816728736817375,-0.0670691082194753,0.5046419362457705,4.5488711552461965,2.8671305398757703,11.770142942891715,0,0,0,0,1,0,0,0,1,0,0
6534,csid_6535,13.028573140908055,7.441012262367562,0.21033446482176613,0.1132047339679334,0.37474946156175865,4.276274685791667,3.4375347148214024,15.896751545180313,0,0,0,1,0,0,0,0,1,0,0
6535,csid_6536,22.45167196288235,5.998158517723937,0.1174172902881979,0.020735449654262203,0.4518264826598077,4.310268394092766,3.2639239750597024,17.679122893019077,0,0,0,1,0,0,1,0,0,0,0
6536,csid_6537,13.946771280304553,4.3228233729326275,0.2293230366261141,0.3651983683747769,0.35819769992237965,4.758238043302233,4.5660378654957805,17.055040940117692,0,0,0,0,1,0,0,0,1,0,0
6537,csid_6538,28.322743830916792,7.520360085840436,0.04958301823434277,-0.04732530289894093,0.23762386775324154,3.453326976737148,3.6261729850872486,43.761176937530024,0,0,0,1,0,0,0,1,0,0,0
6538,csid_6539,21.549215282936373,7.294056108063071,-0.07652655756366253,-0.0512773573075107,0.9114633588952484,3.9959466655246985,2.69038126620726,12.952341524732976,0,0,0,1,0,0,0,0,1,0,0
6539,csid_6540,25.517433787145148,6.684126156729515,-0.047445982010708806,0.03570954895210502,0.39675174037054906,4.72260685795996,2.8651457194372805,29.11842049255099,0,0,0,0,1,0,0,0,1,0,0
6540,csid_6541,17.836773686416652,3.749879204403624,-0.06428070162236893,0.03514805666652867,0.7341177561042941,5.184178135154252,3.6581853207794968,11.140463240584381,0,0,0,1,0,0,1,0,0,0,0
6541,csid_6542,23.45320807889243,7.182426134639535,-0.07439891167091046,-0.007317481768762403,1.6520267949675458,8.936299832464865,2.5528428170196946,2.21678373083451,0,0,0,0,1,0,0,0,1,0,0
6542,csid_6543,10.875603169914518,5.2848628803997695,0.1314107683104804,-0.0192961248477544,0.4300082832542184,5.3561860769724055,2.867341127782822,7.0883560617979064,0,0,0,0,1,0,0,0,1,0,0
6543,csid_6544,13.536822072809345,6.058026218791814,0.016022321929390126,0.011380912990136577,1.067159887864248,5.182806155615868,2.651472757034448,4.233829485832944,0,0,0,0,1,0,0,0,0,0,1
6544,csid_6545,24.680618307952113,4.063856257673353,0.09730977696167722,0.099190789790987,1.6211070918528503,6.925541892049004,1.8018036425213435,1.6386105925798042,0,0,0,0,1,0,0,0,1,0,0
6545,csid_6546,18.776361244536734,1.444733852046106,0.06200455491842988,0.2514535589064219,0.7961800708929121,4.60759411569774,2.887162933077281,5.827191112236178,0,0,0,0,1,0,0,0,1,0,0
6546,csid_6547,40.37541662969692,6.699665844406277,-0.05267513800590802,-0.02220690300124096,6.8131922140386365,11.330182066002019,1.5501683421407222,-0.2914173058169193,0,0,1,0,0,0,0,0,0,0,1
6547,csid_6548,15.691736180639467,6.736522992452568,0.09050568524796357,-0.021455094862389255,0.5558778690356124,5.235005348229093,2.767458472667566,10.412010951799136,0,0,0,0,1,0,1,0,0,0,0
6548,csid_6549,26.524354380753607,6.2188552153601595,-0.011925439155889507,0.015070370149856587,0.4750556013325226,3.6441018621276116,4.5016731691932685,23.77519595838245,0,0,0,0,1,0,0,0,1,0,0
6549,csid_6550,23.0907820565448,3.8728005730457866,0.22454942531692773,0.7505431870557393,0.22085157814639472,3.0341397232202203,4.740317186883134,39.7909863218024,0,0,0,1,0,0,0,1,0,0,0
6550,csid_6551,28.520735075865407,6.062970371072062,-0.080520620422508,-0.07830348123429294,12.690069052882253,14.515784620065173,1.5815358941894455,-0.0970129791107995,0,0,0,1,0,0,0,0,0,0,1
6551,csid_6552,19.103687080758128,7.55712889186941,0.2017220479881225,0.018761443914921613,0.7585648422188058,5.104929954444566,3.054115768113773,8.782538679409683,0,0,0,1,0,0,0,0,1,0,0
6552,csid_6553,9.975908380678103,3.4634499027537533,0.2680718146317937,0.6385752455590173,0.32823970799486235,4.499032409429924,3.3292695235459697,16.60615812285919,0,0,0,0,0,1,0,0,1,0,0
6553,csid_6554,34.656619834008204,4.802231478680429,-0.03246817652692804,-0.13461651601616625,41.26327122429369,15.578197863685796,1.3485812416314524,-0.04889770795266464,0,0,1,0,0,0,0,0,0,0,1
6554,csid_6555,20.789299278736234,5.017977858606974,0.2142012237182668,0.13123488234411673,1.1995112346863577,5.440540832451035,3.3984517795890183,3.994565128114424,0,0,0,1,0,0,0,0,0,0,1
6555,csid_6556,24.509637680162328,2.536657090510368,0.1887744919165468,0.3739660767574423,0.2437673127779284,3.989264121984709,3.2804607018916814,22.941952663587465,0,0,0,1,0,0,1,0,0,0,0
6556,csid_6557,25.356013822373747,5.584513533973122,-0.01607559973816973,-0.09878368672889634,4.8733018507917425,9.537074986957665,2.1012459973805573,1.3020282729095451,0,0,0,0,1,0,0,0,0,0,1
6557,csid_6558,22.656033017447914,3.679072897943524,0.2364497700645601,0.5726822339696955,3.1590199998255497,8.262698691607113,1.985771138399461,1.8060697302613264,0,0,0,1,0,0,0,0,1,0,0
6558,csid_6559,10.645758408540694,4.3891054435254695,0.047585714221752534,-0.022497727594573132,0.3984982974010212,4.511202014594245,3.0135866159790146,14.460702749860769,0,0,0,0,1,0,1,0,0,0,0
6559,csid_6560,23.669891904721837,6.087259520359992,0.05129768582770377,0.10661673773785314,0.6011993239321712,7.662624262497845,2.906045356529667,6.066256676677798,0,0,0,1,0,0,0,0,0,0,1
6560,csid_6561,31.14873744160696,6.265734864380809,-0.019925868524337004,0.0935070411975863,0.5562568884819225,5.200732275504166,2.565834629740392,18.491816610736574,0,1,0,0,0,0,0,0,1,0,0
6561,csid_6562,18.676229993278447,6.2315510324802235,-0.5324857092958942,0.5506288115805981,17.81094913992291,16.57112801489201,1.2059875671514464,-0.1094645581526579,0,0,0,0,1,0,0,0,1,0,0
6562,csid_6563,9.625427720032688,4.215625152996246,0.17176428352528858,0.03727515678089485,0.32201582776719073,4.27331531413032,2.9539764217303155,11.372624497131154,0,0,0,0,0,1,1,0,0,0,0
6563,csid_6564,24.01981383016477,2.6175739467560195,0.2080057755475063,0.8852985583681338,0.3999374561781045,4.633963177120084,3.608501451266077,25.57919895557614,0,0,0,0,1,0,1,0,0,0,0
6564,csid_6565,18.20114600080866,7.228660212113071,-0.5384683287993904,0.3113110108618107,21.06407828457143,13.8522742362071,1.7638360223702183,-0.14217848185046789,0,0,0,0,1,0,0,0,1,0,0
6565,csid_6566,18.855135481820376,7.571311383438197,0.0013934213440069088,-0.02642021211767685,0.5232027671845081,6.262562180449686,2.7309290052078015,13.709916954862553,0,0,0,1,0,0,0,0,1,0,0
6566,csid_6567,20.549179782622453,6.34673653341344,0.10247950053951524,0.19449253133212493,0.9313409502967628,6.022922106891527,2.771829555967717,8.348145683038638,0,0,0,1,0,0,0,0,0,0,1
6567,csid_6568,21.010496695394046,3.999137016505125,-0.028363688180961882,-0.00746085614525933,0.3099811279534892,3.84163213520285,4.486364772959072,16.88951600531926,0,0,0,1,0,0,1,0,0,0,0
6568,csid_6569,21.694233479093754,6.94735649828063,0.11796731553767995,-0.0694261122727268,0.5129867110016598,3.686826716649513,2.9259346630768537,11.726360633790335,0,0,0,1,0,0,0,0,1,0,0
6569,csid_6570,13.743999407368248,6.909481974904287,0.03880767161841298,-0.06926225295026997,0.4339763539278796,4.258418155749489,3.21009288616089,12.899612621121648,0,0,0,0,1,0,1,0,0,0,0
6570,csid_6571,19.617710547549905,6.853754658276197,0.09598757672429588,0.05616573918986032,0.07449700295393655,3.6247021076848425,5.7164008769233945,56.05703236280778,0,0,0,0,1,0,0,1,0,0,0
6571,csid_6572,21.70169694030918,5.071267030527012,0.08655341494304969,0.05922278247098671,0.4968690488011721,4.263599766335709,4.321940644434656,37.02592169707583,0,0,0,1,0,0,0,1,0,0,0
6572,csid_6573,12.88479748322018,8.48387118431137,0.008351249042761978,-0.11220606526513524,0.26846287233677385,3.459840141232049,3.5526196230065654,31.54047084172045,0,0,0,0,1,0,0,1,0,0,0
6573,csid_6574,15.267678308710911,3.972320257653468,0.110686163223956,0.03773459257814813,0.3555369039058949,3.659836974039108,3.900510474480471,23.83433202668265,0,0,0,0,1,0,1,0,0,0,0
6574,csid_6575,16.87399440760923,5.797928549980326,0.0651378244811098,-0.0008339968788500921,0.5741983381680185,4.693863325569231,3.0614789583163904,12.050132964177676,0,0,0,1,0,0,0,0,1,0,0
6575,csid_6576,15.802907851465905,6.159927297003278,0.08589686637083234,0.04312794401754642,0.5456693758676762,6.0181465019831775,2.7503835340800933,12.117339778256895,0,0,0,0,1,0,0,0,1,0,0
6576,csid_6577,21.209890208831784,4.8812033791871485,0.04747050410594937,-0.11658467156193167,0.26798540353772626,5.104734350045772,4.275651881577627,30.23350081184688,0,0,0,1,0,0,0,1,0,0,0
6577,csid_6578,10.83516643719551,5.10329858807008,0.09650111659181462,0.07168679839419469,0.2880006547093117,4.6658753535600335,3.095270846642253,11.72926110221508,0,0,0,0,1,0,0,0,1,0,0
6578,csid_6579,19.360531396924067,6.045035283028238,0.009985700042775469,-0.010024389671727479,0.6487689588681909,5.4165985311449525,3.1743211601282413,17.43335833499354,0,0,0,0,1,0,0,0,1,0,0
6579,csid_6580,15.570627499244006,5.5491686559524025,-0.06076818399875793,-0.05539031322368008,0.3608460779418572,5.06719239439237,3.73934055168548,18.13637464001475,0,0,0,1,0,0,0,0,1,0,0
6581,csid_6582,12.992473534756908,4.951847513173915,0.20765716854764496,0.3023462886169826,0.3101168080744269,5.097299077282639,2.4953731520846687,11.11182461740893,0,0,0,1,0,0,1,0,0,0,0
6582,csid_6583,32.65879820722853,7.72206366616873,0.01254637231735752,-0.11491816442228528,0.3816787046923464,5.221982493323171,3.77007468740712,17.773567302857,0,1,0,0,0,0,0,0,1,0,0
6583,csid_6584,13.900318692227792,6.682386322549451,0.036706638784642975,-0.022424233249776028,0.15471354667146994,3.3910680457569886,4.069140088366603,17.53790792982295,0,0,0,0,1,0,0,0,1,0,0
6584,csid_6585,13.547858988068647,7.486215683996597,0.16110351723261412,0.0798424212097775,0.3855167150047283,4.229640939102774,3.808927665973255,22.709682424991552,0,0,0,1,0,0,1,0,0,0,0
6585,csid_6586,21.34180772800844,5.788600203239131,0.05166746563013859,0.01093012649396287,0.9015205242274141,5.180203900713509,2.3801332559755606,18.48068987207252,0,0,0,0,1,0,0,0,1,0,0
6586,csid_6587,12.550762482050473,4.311416581421486,0.21008431783158898,0.4854264436768127,0.2535217064191423,4.424913542189606,3.5774346453060657,19.045716657649947,0,0,0,1,0,0,1,0,0,0,0
6587,csid_6588,7.896034715338158,4.7162481667161735,0.18311227894350027,0.3518015999076451,0.4536549914389446,5.7252383742350705,3.3159759068865946,11.7087370747528,0,0,0,0,1,0,0,0,1,0,0
6588,csid_6589,28.890519043265428,1.4367744828317282,0.1774284569752036,0.2707948665623264,0.4781184035147634,4.708057468646087,3.04939963609554,11.717113194172153,0,0,0,0,1,0,0,0,1,0,0
6589,csid_6590,28.620724505539748,3.384674478702085,-0.03737229575265311,0.08558090625343613,0.5134172905368493,4.841951621093936,2.4416515828509047,11.977980160919032,0,0,0,1,0,0,1,0,0,0,0
6590,csid_6591,15.536179263991587,5.088234320068038,0.14783141609237888,0.10106118654609143,0.5066575765506408,4.525741870708734,2.9408452192182715,14.075711334294116,0,0,0,0,1,0,1,0,0,0,0
6591,csid_6592,16.364196699896205,3.530760876277613,0.21377512107806487,0.619880591098485,1.2160004711846073,4.533261148929395,2.942996970523289,5.449818638303151,0,0,0,0,1,0,0,0,0,0,1
6592,csid_6593,18.227232063240738,6.201270201507545,0.025276216967106958,-0.09159173324783754,0.4690318390986769,4.281332490046747,3.3616842188543474,12.739739719264591,0,0,0,1,0,0,0,0,1,0,0
6593,csid_6594,22.143138246857,3.5549409345834486,0.1348978339753755,0.1356762473744843,0.4065255884484297,4.921309761816024,2.3661392518023456,5.037239131611706,0,0,0,1,0,0,0,0,1,0,0
6594,csid_6595,15.214001636799267,8.173113703237599,0.030901119460386883,-0.1541386325904511,0.17102720184472295,4.209189368826328,4.87617517272056,78.13911210998903,0,0,0,0,1,0,0,1,0,0,0
6595,csid_6596,10.031342399324334,7.1048634599236165,0.10267524197752577,-0.0016135773308821886,0.4460785373750194,5.000354969418206,2.833554976824056,12.033674006121492,0,0,0,0,1,0,1,0,0,0,0
6596,csid_6597,18.286789135516244,3.1750170954707766,0.20617503059982914,0.12053520581622652,0.3005572632585904,3.984261204785283,3.5642263577227635,20.177219916605434,0,0,0,0,1,0,1,0,0,0,0
6597,csid_6598,24.19815375559939,5.9693481106233035,0.09718719867986457,0.035035470548618414,0.4662106252930629,5.366860137789867,2.5454944672937594,10.248832719703186,0,0,0,0,1,0,0,0,1,0,0
6598,csid_6599,26.21151638841506,7.385248683944361,0.06179398948091775,-0.07058321359291195,0.2589564692275318,3.6105114858603375,3.277607291974223,29.41742074541881,0,0,0,0,1,0,1,0,0,0,0
6599,csid_6600,14.53083853594666,4.163780131595859,0.06666269149010944,0.03658461545454719,0.2764436071091747,5.494800371727047,3.3144582666505107,14.826172886858,0,0,0,0,1,0,0,0,1,0,0
6600,csid_6601,23.657999311690602,3.651076443863209,0.09996288634495552,0.03797668329648775,0.8313155319052055,6.327247323674426,2.569521999332875,5.637176208263007,0,0,0,0,1,0,0,0,1,0,0
6601,csid_6602,12.47458703559591,5.5128791961052475,0.22187784292851548,0.18193081410769107,0.5692337671600304,3.739995989118616,4.295332236543705,16.282259522827818,0,0,0,0,1,0,1,0,0,0,0
6602,csid_6603,29.280573125740013,6.862263658327847,0.04252376642166848,-0.067925214620408,0.7342767771968745,5.874125665206054,3.1317435872696184,9.214400308058107,0,0,0,0,1,0,0,0,0,0,1
6603,csid_6604,13.869091148697047,6.861502328639943,0.09813184073724604,0.0431693924333483,0.35835668611375665,4.782095657982577,4.081078101671924,12.485673346400983,0,0,0,0,1,0,0,0,1,0,0
6604,csid_6605,20.140688299514668,2.937120803608666,0.2672335523074056,0.2568894941823729,0.477177431803454,4.109660098002084,3.6688605385922415,10.560577999874262,0,0,0,0,1,0,1,0,0,0,0
6605,csid_6606,15.880125686596315,2.664207943720112,0.16077832588760274,0.29414139558513946,0.28649680763404506,3.921738897204895,5.092254603162871,33.23973657261614,0,0,0,1,0,0,0,1,0,0,0
6606,csid_6607,13.350716195404324,5.937875642716116,0.2969410719061091,0.2132933957818648,32.39753823703689,6.720786878685633,1.4374658167550651,0.17976279070663093,0,0,0,0,1,0,0,0,0,0,1
6607,csid_6608,28.85174927335814,6.523548379873514,0.1191817428230174,0.07663573750709747,0.12523384596267412,4.772378739713271,5.152689498773703,42.80227433351508,0,0,0,0,1,0,0,1,0,0,0
